RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE,Year
T409,T409,Daniel Wetterich,2,338,Rocket Mortgage,2,10,876,2021
T414,T414,David Gazzolo,4,337,Barbasol,3,3,884,2021
T414,T414,Kamaiu Johnson,6,337,Pebble Beach,2,9,5,2021
T414,T414,Martin Kaymer,12,337,U.S. Open(2020),2,5,891,2021
T414,T414,Peter Kuest,2,337,Safeway Open,2,13,552,2021
T414,T414,Michael Lorenzo-Vera,4,337,U.S. Open(2020),2,9,891,2021
T414,T414,Brad Marek,4,337,PGA Champ,2,11,697,2021
T414,T414,Michael Miller,4,337,Bermuda,4,2,765,2021
T414,T414,David Pastore,4,337,Barbasol,1,5,884,2021
T414,T414,Johannes Veerman,6,337,U.S. Open(2021),2,15,744,2021
T414,T414,Tim Wilkinson,46,337,Pebble Beach,4,6,5,2021
T414,T414,Andrew Yun,4,337,Puntacana(2021),1,12,244,2021
T425,T425,Sam Bairstow,2,336,The Open,1,2,778,2021
T425,T425,Mario Carmona,2,336,U.S. Open(2021),1,6,744,2021
T425,T425,Lee Hodges,18,336,Puerto Rico,2,2,742,2021
T425,T425,Kyle Hogan,2,336,Houston Open,2,13,897,2021
T425,T425,J.J. Killeen,2,336,Valero,1,10,770,2021
T425,T425,Ryan Lumsden,2,336,Byron Nelson,1,11,894,2021
T425,T425,Jesse Mueller,2,336,Phoenix Open,2,15,510,2021
T425,T425,Roberto Nieves,2,336,Puerto Rico,2,2,742,2021
T425,T425,D.A. Points,40,336,Palmetto,2,9,902,2021
T425,T425,Sahith Theegala,22,336,Safeway Open,4,4,552,2021
T435,T435,Ben Crane,4,335,3M Open,2,12,883,2021
T435,T435,Rick Lamb,4,335,U.S. Open(2021),1,4,744,2021
T435,T435,Joost Luiten,2,335,The Open,1,2,778,2021
T435,T435,Tim Pearce,2,335,PGA Champ,1,11,697,2021
T435,T435,Carl Pettersson,9,335,Palmetto,1,6,902,2021
T435,T435,Spencer Ralston,2,335,U.S. Open(2021),2,18,744,2021
T435,T435,Trevor Simsby,4,335,WGC-Workday,2,3,898,2021
T435,T435,Mark Wilson,2,335,John Deere,1,2,669,2021
T443,T443,Bud Cauley,4,334,Safeway Open,1,5,552,2021
T443,T443,Tyler Collet,4,334,PGA Champ,2,11,697,2021
T443,T443,Andrew Loupe,4,334,Barbasol,3,5,884,2021
T443,T443,Graeme McDowell,40,334,Valero,3,15,770,2021
T443,T443,John Merrick,8,334,Barbasol,1,4,884,2021
T443,T443,Joe Summerhays,2,334,PGA Champ,2,11,697,2021
T443,T443,Michael Visacki,4,334,Valspar,1,1,665,2021
T450,T450,Roberto Castro,17,333,Palmetto,1,17,902,2021
T450,T450,K.J. Choi,54,333,Pebble Beach,2,9,5,2021
T450,T450,David Coupland,2,333,U.S. Open(2021),2,7,744,2021
T450,T450,Takumi Kanaya,14,333,Sony Open,1,1,6,2021
T450,T450,Kenny Pigman,2,333,Pebble Beach,2,9,5,2021
T450,T450,Ted Purdy,8,333,Puerto Rico,2,2,742,2021
T450,T450,Trey Shirley,4,333,Barbasol,3,4,884,2021
T450,T450,Davis Shore,2,333,U.S. Open(2021),1,14,744,2021
T458,T458,Richard Bland,8,332,U.S. Open(2021),2,6,744,2021
T458,T458,Chase Koepka,10,332,Honda,4,13,734,2021
T458,T458,Steve Lewton,4,332,Sanderson Farms,2,18,746,2021
T458,T458,Dylan Meyer,10,332,U.S. Open(2021),1,6,744,2021
T458,T458,Wade Ormsby,12,332,U.S. Open(2021),3,14,744,2021
T463,T463,Tae Hee Lee,4,331,THE CJ CUP,1,9,878,2021
T463,T463,Luke Schniederjans,4,331,Safeway Open,2,16,552,2021
T465,T465,Daniel Chopra,10,330,Puerto Rico,2,2,742,2021
T465,T465,Brad Kennedy,16,330,U.S. Open(2021),1,4,744,2021
T465,T465,Jinichiro Kozuma,2,330,Sony Open,2,10,6,2021
T465,T465,Marcel Siem,4,330,The Open,4,1,778,2021
T465,T465,Jon Thomson,4,330,The Open,4,1,778,2021
T465,T465,Mike Weir,10,330,Sony Open,4,6,6,2021
T465,T465,Matt Wilson,2,330,Shriners,1,11,538,2021
T472,T472,Yosuke Asaji,2,329,U.S. Open(2021),1,6,744,2021
T472,T472,Gunn Charoenkul,4,329,ZOZO,1,2,881,2021
T472,T472,Ernie Els,2,329,The Open,1,2,778,2021
T472,T472,Andrew Svoboda,4,329,Travelers,1,4,503,2021
T472,T472,Matt Vick,2,329,Wyndham,1,15,752,2021
T477,T477,Arjun Atwal,16,328,John Deere,1,14,669,2021
T477,T477,Jason Bohn,12,328,Puerto Rico,2,2,742,2021
T477,T477,Erik Compton,6,328,Honda,2,12,734,2021
T477,T477,Roy Cootes,2,328,U.S. Open(2021),1,4,744,2021
T477,T477,Patrick Grimes,2,328,Valero,1,14,770,2021
T477,T477,Justin Harding,12,328,Houston Open,4,13,897,2021
T477,T477,Patrick Rada,2,328,PGA Champ,1,12,697,2021
T477,T477,Y.E. Yang,3,328,Sony Open,1,5,6,2021
T477,T477,Fabrizio Zanotti,4,328,Puntacana(2021),3,12,244,2021
T477,T477,Andy Zhang,4,328,Safeway Open,1,16,552,2021
T487,T487,Michael Hebert,2,327,The RSM Classic,1,9,776,2021
T487,T487,Laird Shepherd,2,327,The Open,1,2,778,2021
T487,T487,Dawie van der Walt,4,327,Houston Open,3,13,897,2021
T487,T487,Chris Wiatr,2,327,Puntacana(2021),2,12,244,2021
T491,T491,Brendon de Jonge,9,326,Palmetto,2,6,902,2021
T491,T491,Scott Gutschewski,2,326,Barbasol,2,4,884,2021
T491,T491,Marcos Montenegro,2,326,Puerto Rico,1,5,742,2021
T494,T494,Alex Cejka,12,325,Puntacana(2021),3,12,244,2021
T494,T494,Brian Keiser,2,325,Travelers,1,7,503,2021
T494,T494,Greg Koch,2,325,PGA Champ,1,7,697,2021
T494,T494,Yuxin Lin,6,325,The Open,4,2,778,2021
T494,T494,Andrew Stephens,2,325,Barbasol,2,4,884,2021
T499,T499,"Frank Bensel, Jr.",2,324,PGA Champ,1,10,697,2021
T499,T499,Case Cochran,2,324,Barbasol,2,4,884,2021
T499,T499,Sam Fidone,6,324,Valero,3,12,770,2021
T499,T499,Tommy Gainey,12,324,Puerto Rico,3,2,742,2021
T499,T499,Mark Hensby,3,324,Palmetto,1,6,902,2021
T499,T499,Isaiah Jackson,2,324,Sanderson Farms,1,16,746,2021
T499,T499,Rodrigo Lee,2,324,John Deere,1,1,669,2021
T499,T499,Shaun Micheel,2,324,PGA Champ,1,11,697,2021
T507,T507,Connor Arendell,4,323,Wyndham,1,5,752,2021
T507,T507,Justin McCarraher,2,323,Puntacana(2021),1,12,244,2021
T507,T507,Andy Pope,2,323,U.S. Open(2021),1,4,744,2021
T507,T507,Carson Schaake,2,323,U.S. Open(2021),1,6,744,2021
T511,T511,Harry Hall,4,322,The Amex,4,16,704,2021
T511,T511,Carlos Sainz Jr,2,322,Valero,1,8,770,2021
T511,T511,Aaron Terrazas,2,322,Mayakoba,1,5,733,2021
T511,T511,Ben Willman,2,322,Houston Open,1,12,897,2021
T515,T515,Jaco Ahlers,2,321,The Open,1,2,778,2021
T515,T515,Thomas Aiken,2,321,U.S. Open(2021),2,6,744,2021
T515,T515,Steve Allan,2,321,U.S. Open(2021),1,14,744,2021
T515,T515,Parker Coody,2,321,Shriners,2,1,538,2021
T515,T515,Craig Hocknull,2,321,Shriners,1,13,538,2021
T515,T515,Nicholas Poppleton,2,321,The Open,2,1,778,2021
T515,T515,Sonny Skinner,2,321,PGA Champ,2,7,697,2021
T522,T522,Shane Bertsch,2,320,Sony Open,1,14,6,2021
T522,T522,Will MacKenzie,3,320,Puerto Rico,1,2,742,2021
T522,T522,Jay McLuen,4,320,Sanderson Farms,1,14,746,2021
T522,T522,Marcel Schneider,2,320,The Open,1,2,778,2021
T522,T522,Carson Young,2,320,Puerto Rico,2,2,742,2021
T527,T527,Sam Bennett,2,319,Valero,2,5,770,2021
T527,T527,Jerry Kelly,8,319,Sony Open,1,18,6,2021
T527,T527,Drew Nesbitt,2,319,Mayakoba,2,5,733,2021
T527,T527,Dicky Pride,4,319,Puntacana(2021),2,12,244,2021
T531,T531,Darren Clarke,2,318,The Open,1,2,778,2021
T531,T531,Luke Graboyes,2,318,Puntacana(2020),2,7,244,2021
T531,T531,Evan Kawai,2,318,Sony Open,2,14,6,2021
T531,T531,Manuel Relancio,2,318,Puntacana(2021),1,12,244,2021
T531,T531,Sebastián Saavedra,4,318,Puerto Rico,2,2,742,2021
T531,T531,Jack Senior,4,318,The Open,4,1,778,2021
T537,T537,Shintaro Ban,2,317,Safeway Open,1,1,552,2021
T537,T537,Zac Blair,10,317,Shriners,2,11,538,2021
T537,T537,Chad Campbell,2,317,Safeway Open,1,6,552,2021
T537,T537,Ricardo Celia,2,317,The Open,2,1,778,2021
T537,T537,Carlos Franco,4,317,Puerto Rico,2,2,742,2021
T537,T537,Jordan Gumberg,2,317,Bermuda,2,2,765,2021
T537,T537,Daniel Hillier,2,317,The Open,2,1,778,2021
T537,T537,Seth Reeves,2,317,Bermuda,2,2,765,2021
T545,T545,Brandon Crick,2,316,The RSM Classic,2,18,776,2021
T545,T545,Jared du Toit,2,316,Farmers,2,14,4,2021
T545,T545,Tim Herron,2,316,Arnold Palmer,1,15,9,2021
T545,T545,Spencer Levin,2,316,Shriners,2,4,538,2021
T545,T545,Shane Pearce,2,316,Byron Nelson,2,8,894,2021
T545,T545,Hiram Silfa,4,316,Puntacana(2021),2,12,244,2021
T551,T551,Benjamin Hebert,4,315,The Open,4,1,778,2021
T551,T551,Chris Nido,2,315,Puerto Rico,1,2,742,2021
T551,T551,Naoki Sekito,4,315,ZOZO,3,2,881,2021
T551,T551,Brent Snyder,2,315,3M Open,1,12,883,2021
T551,T551,Danny Walker,2,315,Bermuda,2,2,765,2021
T551,T551,Connor Worsdall,2,315,The Open,1,2,778,2021
T557,T557,Brad Adamonis,2,314,Valspar,2,10,665,2021
T557,T557,Matthew Borchert,4,314,Bermuda,3,12,765,2021
T557,T557,Will Cannon,4,314,Puerto Rico,4,2,742,2021
T557,T557,Richard Lee,2,314,The Open,1,2,778,2021
T561,T561,Abel Gallegos,4,313,Masters (2020),1,1,14,2021
T561,T561,Michael Kartrude,2,313,Puntacana(2020),2,12,244,2021
T561,T561,Marcus Kinhult,2,313,The Open,1,2,778,2021
T561,T561,Timothy O'Neal,2,313,Rocket Mortgage,1,13,876,2021
T565,T565,Zack Fischer,2,310,Sanderson Farms,2,2,746,2021
T565,T565,Sam Forgan,2,310,The Open,1,2,778,2021
T565,T565,Kelly Mitchum,2,310,Palmetto,1,6,902,2021
T565,T565,James Nicholas,2,310,Bermuda,1,2,765,2021
T565,T565,Michael Sims,2,310,Bermuda,1,2,765,2021
T565,T565,Dalton Ward,4,310,Puerto Rico,1,2,742,2021
T571,T571,Will Grimmer,4,309,Barbasol,3,5,884,2021
T571,T571,Deyen Lawson,2,309,The Open,2,1,778,2021
T573,T573,Joey Garber,2,308,The RSM Classic,1,18,776,2021
T573,T573,Rod Perry,4,308,Arnold Palmer,1,15,9,2021
T575,T575,Isidro Benitez,4,307,Puntacana(2020),2,7,244,2021
T575,T575,Ben Hutchinson,2,307,The Open,1,2,778,2021
T575,T575,Matt Oshrine,2,307,Puntacana(2020),2,12,244,2021
T575,T575,Cory Schneider,2,307,Wells Fargo,2,1,872,2021
T579,T579,Jorge Campillo,2,306,The Open,1,2,778,2021
T579,T579,Ian Holt,2,306,Puerto Rico,1,5,742,2021
T579,T579,Aaron Pike,2,306,The Open,1,2,778,2021
T579,T579,Chad Proehl,2,306,John Deere,2,2,669,2021
583,583,Michael Block,2,305,The Amex,1,11,704,2021
T584,T584,Gonzalo Fernandez-Castaño,2,304,The Open,2,1,778,2021
T584,T584,Chris Stroud,6,304,Safeway Open,1,5,552,2021
586,586,Gavin Hall,2,303,Puntacana(2020),1,12,244,2021
T587,T587,Ken Duke,2,302,Barbasol,1,4,884,2021
T587,T587,Yuki Inamori,6,302,WGC-Workday,1,7,898,2021
T587,T587,Kyle Mendoza,4,302,Farmers,1,10,4,2021
T587,T587,Rod Pampling,2,302,Pebble Beach,2,6,5,2021
T587,T587,Julio Santos,2,302,Puntacana(2020),2,12,244,2021
T592,T592,Roberto Díaz,6,301,Puntacana(2020),2,12,244,2021
T592,T592,Mikumu Horikawa,4,301,ZOZO,2,14,881,2021
T592,T592,Kyle Ramey,2,301,Sanderson Farms,1,5,746,2021
T595,T595,Rikard Karlberg,2,298,The Open,2,1,778,2021
T595,T595,Ryutaro Nagano,2,298,The Open,1,2,778,2021
597,597,Tommy Cocha,2,297,Puntacana(2020),2,12,244,2021
T598,T598,Daniel Croft,2,296,The Open,1,2,778,2021
T598,T598,David Duval,2,296,Pebble Beach,1,6,5,2021
T598,T598,Armando Favela,2,296,Mayakoba,1,5,733,2021
T598,T598,Tommy Gibson,2,296,RBC Heritage,1,5,12,2021
T598,T598,Frank Lickliter II,2,296,Puerto Rico,2,2,742,2021
T598,T598,Alan Morin,2,296,Honda,1,6,734,2021
T604,T604,Tom Lehman,2,295,Pebble Beach,2,9,5,2021
T604,T604,"Steve Watanabe, Jr",2,295,Safeway Open,1,9,552,2021
606,606,Jonathan Kaye,2,294,Puerto Rico,1,2,742,2021
T607,T607,Fred Couples,4,292,Masters (2021),2,2,14,2021
T607,T607,Matt Gogel,2,292,Pebble Beach,1,3,5,2021
T609,T609,Paul Goydos,2,291,Arnold Palmer,2,15,9,2021
T609,T609,Rhadames Pena,2,291,Puntacana(2021),2,12,244,2021
611,611,Robert Allenby,2,290,Puerto Rico,1,2,742,2021
T612,T612,Keith Clearwater,2,287,Charles Schwab,1,7,21,2021
T612,T612,Heath Slocum,2,287,Puerto Rico,1,2,742,2021
614,614,Sandy Lyle,4,285,Masters (2021),1,2,14,2021
T615,T615,Bernhard Langer,6,284,Masters (2021),1,2,14,2021
T615,T615,John Oda,2,284,Bermuda,2,2,765,2021
T615,T615,José María Olazábal,6,284,Masters (2021),3,2,14,2021
T618,T618,Christoffer Bring,2,282,The Open,2,2,778,2021
T618,T618,Cledy Cordoba,2,282,Puntacana(2021),2,12,244,2021
620,620,Kevin Hall,2,281,Pebble Beach,1,16,5,2021
T621,T621,Anthony Cordes,2,278,The RSM Classic,2,5,776,2021
T621,T621,Brian Davis,2,278,Puntacana(2020),1,12,244,2021
T621,T621,Robert Gamez,1,278,Arnold Palmer,1,16,9,2021
T621,T621,Marcel Olivares,2,278,Puntacana(2020),1,12,244,2021
T621,T621,Anthony Phipps,2,278,Bermuda,1,12,765,2021
626,626,Ian Woosnam,2,276,Masters (2021),1,2,14,2021
627,627,Camiko Smith,2,275,Bermuda,1,12,765,2021
T628,T628,Poom Saksansin,4,272,The Open,2,1,778,2021
T628,T628,Paul Stankowski,2,272,Bermuda,2,2,765,2021
T628,T628,Santiago Tarrio,2,272,Mayakoba,2,5,733,2021
631,631,Steve Jones,2,271,The Amex,1,2,704,2021
632,632,Fred Funk,4,267,Bermuda,3,12,765,2021
633,633,Larry Mize,4,266,Masters (2020),1,1,14,2021
634,634,Jeff Roth,2,265,Rocket Mortgage,2,2,876,2021
1,1,Scott Stallings,98,460,WM Phoenix Open,2,15,510,2022
2,2,Adam Schenk,94,429,Wells Fargo,1,15,237,2022
3,3,Adri Arnaus,14,426,The Open,2,1,668,2022
4,4,Grant Forrest,2,422,Genesis Scottish Open,2,15,977,2022
5,5,Stephen Gallacher,2,421,Genesis Scottish Open,2,15,977,2022
T6,T6,Stephan Jaeger,93,418,AT&T Byron Nelson,3,8,894,2022
T6,T6,Jon Rahm,74,418,PGA Championship,2,1,611,2022
T6,T6,Callum Shinkwin,2,418,Genesis Scottish Open,1,7,977,2022
9,9,Charley Hoffman,75,416,Genesis Scottish Open,2,7,977,2022
T10,T10,Matt Fitzpatrick,73,415,PGA Championship,2,1,611,2022
T10,T10,Kurt Kitayama,74,415,Genesis Scottish Open,1,7,977,2022
T10,T10,Keith Mitchell,91,415,Genesis Scottish Open,2,7,977,2022
T13,T13,Sam Burns,84,413,Genesis Scottish Open,2,7,977,2022
T13,T13,Cameron Young,85,413,The American Express,3,8,704,2022
T15,T15,Rasmus Hojgaard,24,412,Genesis Scottish Open,4,7,977,2022
T15,T15,Joaquin Niemann,84,412,THE CJ CUP,2,1,899,2022
T15,T15,Tiger Woods,9,412,The Open,1,2,668,2022
18,18,Jhonattan Vegas,77,411,Valero,1,4,770,2022
T19,T19,Thomas Detry,20,410,The Open,1,2,668,2022
T19,T19,Sam Horsfield,10,410,The Open,1,2,668,2022
T21,T21,Dean Burmester,15,409,Genesis Scottish Open,2,7,977,2022
T21,T21,Stewart Cink,77,409,Genesis Scottish Open,1,7,977,2022
T21,T21,Jason Kokrak,64,409,PGA Championship,1,1,611,2022
T21,T21,Justin Thomas,79,409,PGA Championship,2,1,611,2022
T25,T25,Nicolai Hojgaard,14,408,PGA Championship,2,16,611,2022
T25,T25,Luke List,83,408,WM Phoenix Open,3,14,510,2022
T27,T27,Nino Bertasio,6,407,Genesis Scottish Open,2,7,977,2022
T27,T27,James Hart du Preez,5,407,The American Express,1,5,704,2022
T27,T27,Viktor Hovland,77,407,Genesis Scottish Open,2,10,977,2022
T27,T27,Marc Leishman,79,407,Genesis Scottish Open,1,7,977,2022
T27,T27,Travis Vick,4,407,U.S. Open,4,4,654,2022
32,32,Patrick Rodgers,89,406,Genesis Scottish Open,1,7,977,2022
33,33,Bubba Watson,29,405,PGA Championship,1,1,611,2022
T34,T34,Wyndham Clark,101,404,Genesis Scottish Open,1,7,977,2022
T34,T34,Corey Conners,94,404,Genesis Scottish Open,2,7,977,2022
T34,T34,Joel Dahmen,89,404,Genesis Scottish Open,2,7,977,2022
T34,T34,Garrick Higgo,62,404,Sentry,3,7,656,2022
T34,T34,Max Homa,89,404,Genesis Scottish Open,1,7,977,2022
T34,T34,Si Woo Kim,101,404,The Open,1,2,668,2022
T34,T34,David Law,8,404,Genesis Scottish Open,1,7,977,2022
T34,T34,Min Woo Lee,32,404,PGA Championship,2,13,611,2022
T42,T42,Sean Crocker,10,403,U.S. Open,2,14,654,2022
T42,T42,Bryson DeChambeau,23,403,Sentry,3,12,656,2022
T42,T42,Matthew Wolff,50,403,PGA Championship,1,13,611,2022
T45,T45,Tony Finau,89,402,Sentry,1,12,656,2022
T45,T45,Connor Syme,4,402,Genesis Scottish Open,3,15,977,2022
T45,T45,Gary Woodland,69,402,PGA Championship,2,1,611,2022
T48,T48,Ryan Fox,12,401,Genesis Scottish Open,2,7,977,2022
T48,T48,Scott Hend,4,401,Genesis Scottish Open,2,7,977,2022
T48,T48,Max McGreevy,76,401,AT&T Byron Nelson,4,8,894,2022
T51,T51,Tyrrell Hatton,72,400,Genesis Scottish Open,3,15,977,2022
T51,T51,Billy Horschel,78,400,PGA Championship,1,1,611,2022
T51,T51,Matt Jones,61,400,Sentry,3,12,656,2022
T51,T51,K.H. Lee,98,400,PGA Championship,2,13,611,2022
T51,T51,Scottie Scheffler,95,400,Genesis Scottish Open,2,10,977,2022
T51,T51,Adam Scott,76,400,AT&T Byron Nelson,4,8,894,2022
T51,T51,Jordan L Smith,8,400,Genesis Scottish Open,3,7,977,2022
T58,T58,Ryan Brehm,46,398,PGA Championship,1,1,611,2022
T58,T58,Trey Mullinax,84,398,John Deere,2,2,669,2022
T58,T58,Louis Oosthuizen,37,398,The Open,1,2,668,2022
T58,T58,Callum Tarren,77,398,Genesis Scottish Open,2,7,977,2022
T58,T58,Ashun Wu,8,398,Genesis Scottish Open,2,7,977,2022
T63,T63,Harris English,35,397,The Open,1,2,668,2022
T63,T63,Joachim B Hansen,2,397,Genesis Scottish Open,1,7,977,2022
T63,T63,Beau Hossler,72,397,Fortinet Championship,4,16,552,2022
T63,T63,C.T. Pan,82,397,Valero,1,18,770,2022
T63,T63,Antoine Rozner,2,397,Genesis Scottish Open,2,7,977,2022
T68,T68,Keegan Bradley,87,396,PGA Championship,2,1,611,2022
T68,T68,Seamus Power,85,396,Sentry,4,17,656,2022
T68,T68,Aaron Rai,93,396,Genesis Scottish Open,2,10,977,2022
T68,T68,Bernd Wiesberger,10,396,PGA Championship,2,1,611,2022
T72,T72,Kristoffer Broberg,2,395,Genesis Scottish Open,2,15,977,2022
T72,T72,Harry Higgs,86,395,John Deere,2,14,669,2022
T72,T72,Patton Kizzire,92,395,PGA Championship,2,1,611,2022
T72,T72,Joakim Lagergren,4,395,Genesis Scottish Open,1,7,977,2022
T72,T72,Erik van Rooyen,51,395,Genesis Scottish Open,1,7,977,2022
T72,T72,Brandon Wu,78,395,Genesis Scottish Open,3,15,977,2022
T78,T78,Patrick Cantlay,75,394,Sentry,3,17,656,2022
T78,T78,Talor Gooch,78,394,The Open,1,2,668,2022
T78,T78,Tyler McCumber,28,394,WM Phoenix Open,2,8,510,2022
T78,T78,Phil Mickelson,17,394,Sentry,2,12,656,2022
T78,T78,Matthieu Pavon,8,394,Genesis Scottish Open,4,7,977,2022
T78,T78,Seth Reeves,71,394,John Deere,1,8,669,2022
T78,T78,Alex Smalley,95,394,Genesis Scottish Open,2,10,977,2022
T78,T78,Jordan Spieth,77,394,Genesis Scottish Open,2,7,977,2022
T86,T86,Branden Grace,56,393,Sentry,3,12,656,2022
T86,T86,Lucas Herbert,59,393,Sentry,3,17,656,2022
T86,T86,Dustin Johnson,45,393,THE CJ CUP,4,1,899,2022
T86,T86,Collin Morikawa,68,393,The Open,1,2,668,2022
T86,T86,Xander Schauffele,79,393,Sentry,3,12,656,2022
T86,T86,Brandon Stone,2,393,Genesis Scottish Open,1,7,977,2022
T92,T92,Daniel Berger,41,392,Sentry,4,17,656,2022
T92,T92,Daniel Gavins,4,392,Genesis Scottish Open,1,7,977,2022
T92,T92,Sungjae Im,95,392,Sentry,3,12,656,2022
T92,T92,Brandon Matthews,10,392,U.S. Open,2,15,654,2022
T92,T92,Mac Meissner,2,392,AT&T Byron Nelson,1,8,894,2022
T92,T92,Victor Perez,14,392,Genesis Scottish Open,2,7,977,2022
T92,T92,Davis Riley,98,392,Wyndham,1,5,752,2022
T92,T92,Hudson Swafford,64,392,PGA Championship,2,1,611,2022
T100,T100,Dylan Frittelli,93,391,Genesis Scottish Open,4,3,977,2022
T100,T100,Haotong Li,12,391,Genesis Scottish Open,4,7,977,2022
T100,T100,Denny McCarthy,102,391,John Deere,2,14,669,2022
T100,T100,Henrik Stenson,33,391,Genesis Scottish Open,1,7,977,2022
T104,T104,Brooks Koepka,51,390,PGA Championship,2,1,611,2022
T104,T104,Anirban Lahiri,72,390,PGA Championship,1,1,611,2022
T104,T104,Andrew Novak,78,390,U.S. Open,2,8,654,2022
T107,T107,Alexander Björk,6,389,Genesis Scottish Open,2,7,977,2022
T107,T107,Hayden Buckley,93,389,U.S. Open,3,12,654,2022
T107,T107,Cameron Champ,56,389,PGA Championship,1,5,611,2022
T107,T107,Sergio Garcia,43,389,PGA Championship,2,13,611,2022
T107,T107,Chris Gotterup,32,389,John Deere,4,2,669,2022
T107,T107,Mackenzie Hughes,85,389,Genesis Scottish Open,2,15,977,2022
T107,T107,David Lipsky,92,389,Genesis Scottish Open,2,15,977,2022
T107,T107,Adam Long,90,389,Wyndham,1,5,752,2022
T107,T107,Aaron Wise,86,389,PGA Championship,2,1,611,2022
T116,T116,Julien Guerrier,2,388,Genesis Scottish Open,1,15,977,2022
T116,T116,Thriston Lawrence,8,388,The Open,3,1,668,2022
T116,T116,Ryan Palmer,71,388,Genesis Scottish Open,4,7,977,2022
T116,T116,Justin Rose,61,388,PGA Championship,2,1,611,2022
T116,T116,Cameron Smith,66,388,Sentry,3,7,656,2022
T116,T116,Sahith Theegala,115,388,BMW Championship,1,5,901,2022
T122,T122,Tommy Fleetwood,61,387,The Open,1,2,668,2022
T122,T122,Lucas Glover,95,387,Sentry,3,12,656,2022
T122,T122,Chan Kim,26,387,The Open,1,2,668,2022
T122,T122,Jediah Morgan,6,387,the Memorial,1,2,23,2022
T122,T122,Alex Noren,73,387,Genesis Scottish Open,3,7,977,2022
T127,T127,Joseph Bramlett,87,386,Shriners,2,11,538,2022
T127,T127,Laurie Canter,8,386,PGA Championship,1,1,611,2022
T127,T127,Robert Garrigus,36,386,Wyndham,1,5,752,2022
T127,T127,James Hahn,79,386,Valspar,2,14,665,2022
T127,T127,Brian Harman,94,386,Genesis Scottish Open,2,7,977,2022
T127,T127,J.B. Holmes,2,386,Fortinet Championship,2,1,552,2022
T127,T127,Sung Kang,86,386,John Deere,2,14,669,2022
T127,T127,Masahiro Kawamura,2,386,Genesis Scottish Open,1,7,977,2022
T127,T127,Bio Kim,4,386,Genesis Scottish Open,1,7,977,2022
T127,T127,Rory McIlroy,60,386,BMW Championship,1,5,901,2022
T127,T127,Matthew NeSmith,96,386,AT&T Byron Nelson,4,8,894,2022
T127,T127,Thomas Pieters,25,386,PGA Championship,1,1,611,2022
T127,T127,Matthew Southgate,2,386,Genesis Scottish Open,2,10,977,2022
T127,T127,Sepp Straka,103,386,PGA Championship,2,5,611,2022
T141,T141,Cam Davis,86,385,John Deere,3,2,669,2022
T141,T141,Jason Day,61,385,PGA Championship,2,1,611,2022
T141,T141,Maximilian Kieffer,4,385,Genesis Scottish Open,3,10,977,2022
T141,T141,Hideki Matsuyama,72,385,PGA Championship,1,1,611,2022
T141,T141,Sebastián Muñoz,86,385,Genesis Scottish Open,1,7,977,2022
T141,T141,Andy Sullivan,2,385,Genesis Scottish Open,2,15,977,2022
T141,T141,Will Zalatoris,85,385,The Open,1,2,668,2022
T148,T148,Tom Kim,42,384,Genesis Scottish Open,3,15,977,2022
T148,T148,Mito Pereira,90,384,BMW Championship,1,14,901,2022
T148,T148,Patrick Reed,73,384,Sentry,2,12,656,2022
T148,T148,Roger Sloan,75,384,Wyndham,1,5,752,2022
T152,T152,Rickie Fowler,71,383,Genesis Scottish Open,3,15,977,2022
T152,T152,Guido Migliozzi,20,383,Genesis Scottish Open,2,15,977,2022
T152,T152,Francesco Molinari,53,383,WM Phoenix Open,2,15,510,2022
T152,T152,Jack Senior,2,383,Genesis Scottish Open,1,7,977,2022
T152,T152,Sebastian Soderberg,10,383,Genesis Scottish Open,4,7,977,2022
T152,T152,Curtis Thompson,70,383,Valspar,4,11,665,2022
T152,T152,Y.E. Yang,2,383,PGA Championship,2,1,611,2022
T159,T159,David Carey,4,382,The Open,4,2,668,2022
T159,T159,Maverick McNealy,97,382,Genesis Scottish Open,2,7,977,2022
T159,T159,Taylor Pendrith,75,382,Wyndham,2,5,752,2022
T159,T159,J.J. Spaun,95,382,Wyndham,1,5,752,2022
T163,T163,Sangmoon Bae,21,381,Houston Open,1,13,897,2022
T163,T163,Christiaan Bezuidenhout,87,381,PGA Championship,1,1,611,2022
T163,T163,Thorbjørn Olesen,6,381,Genesis Scottish Open,1,7,977,2022
T163,T163,Charl Schwartzel,45,381,PGA Championship,1,5,611,2022
T163,T163,Webb Simpson,62,381,PGA Championship,1,13,611,2022
T163,T163,Matt Wallace,60,381,Genesis Scottish Open,2,15,977,2022
T163,T163,Lee Westwood,29,381,PGA Championship,2,1,611,2022
T163,T163,Wyatt Worthington II,4,381,PGA Championship,2,5,611,2022
T171,T171,Kiradech Aphibarnrat,59,380,Genesis Scottish Open,2,7,977,2022
T171,T171,Chesson Hadley,86,380,Shriners,3,4,538,2022
T171,T171,Jeffrey Kang,6,380,Mexico Open,2,2,978,2022
T171,T171,Shane Lowry,65,380,PGA Championship,2,1,611,2022
T171,T171,Troy Merritt,93,380,Valero,2,8,770,2022
T171,T171,Grayson Murray,29,380,3M Open,1,9,883,2022
T171,T171,Yannik Paul,14,380,Wyndham,1,5,752,2022
